domain,platform_name,stack_family,framework_raw,online_status,tld,whois_reg_date,ssl_not_before,hosting_asn,ip_country,has_privacy,telegram,qq,operator_id,operator_domains,discovery_round,verdict,signal_tier,in_discovery,in_monitor,in_enriched,observed_hosts
aixor.org,AiXor 大模型云,one-api-family,new-api/one-api系,,org,,,,,,,,aixor.org,1,round1,confirmed,A_api_status,Y,,,aixor.org
aiyahmm.com,AiYa,one-api-family,new-api/one-api系,,com,,,,,,,,aiyahmm.com,1,round8,confirmed,A_api_status,Y,,,api.aiyahmm.com
aizex.top,Aizex API,one-api-family,new-api/one-api系,,top,,,,,,,,aizex.top,1,round1,confirmed,A_api_status,Y,,,aizex.top
aladingapi.cc,阿拉丁 API,one-api-family,new-api/one-api系,ONLINE,cc,2026-04-03,,AS979 NetLab Global,United States,无,,,aladingapi.cc,1,round1,confirmed,A_api_status,Y,Y,Y,www.aladingapi.cc
allinai7.cloud,Allin-AI,unlabeled,,DNS_FAIL,cloud,2026-04-01,,,,无,,,allinai7.cloud,1,,,,,Y,Y,allinai7.cloud
amutes.com,阿姆特斯,one-api-family,new-api/one-api系,,com,,,,,,,,amutes.com,1,round10,confirmed,A_api_status,Y,,,www.amutes.com
amux.ai,Amux API,one-api-family,new-api/one-api系,,ai,,,,,,,,amux.ai,1,round2,confirmed,A_api_status,Y,,,api.amux.ai
ananapi.com,AnAnAPI,one-api-family,new-api/one-api系,,com,,,,,,,,ananapi.com,1,round1,confirmed,A_api_status,Y,,,www.ananapi.com
anpin.ai,AnPin AI,unlabeled,Vue,ONLINE,ai,2026-04-18,,AS49304 SAKURA LINK LIMITED,Hong Kong,有,,1229378916,anpin.ai,1,,,,,Y,Y,anpin.ai
ant-ling.com,,openai-compatible-unknown,openai_compatible_unknown,,com,,,,,,,,ant-ling.com,1,round17,confirmed,B_v1_models,Y,,,api.ant-ling.com
antirez.com,,one-api-family,new-api,,com,,,,,,,,antirez.com,1,round4,confirmed,C_framework+content,Y,,,antirez.com
antsk.cn,AntSK API,one-api-family,new-api/one-api系,,cn,,,,,,,,antsk.cn,1,round11,confirmed,A_api_status,Y,,,api.antsk.cn
anxidc.com,安讯AI,unlabeled,,DNS_FAIL,com,2023-05-05,,,,无,,,anxidc.com,1,,,,,Y,Y,ai.anxidc.com
anyaigc.com,AnyAIGC,one-api-family,new-api/one-api系,,com,,,,,,,,anyaigc.com,1,round7,confirmed,A_api_status,Y,,,anyaigc.com
anyone.ai,ANYONE.AI,one-api-family,new-api/one-api系,,ai,,,,,,,,anyone.ai,1,round1,confirmed,A_api_status,Y,,,anyone.ai;api.anyone.ai
aokapi.com,AOK API,one-api-family,new-api/one-api系,ONLINE,com,2026-04-16,,"AS132203 Tencent Building, Kejizhongyi Avenue",Hong Kong,无,,,aokapi.com,1,round16,confirmed,A_api_status,Y,Y,Y,aokapi.com
apertis.ai,Apertis,one-api-family,new-api/one-api系,,ai,,,,,,,,apertis.ai,1,round5,confirmed,A_api_status,Y,,,api.apertis.ai
api000.com,零度API,one-api-family,new-api/one-api系,,com,,,,,,,,api000.com,1,round11,confirmed,A_api_status,Y,,,api000.com
api2cn.com,智惠API,unlabeled,"Cloudflare, Vue",ONLINE,com,2026-04-29,,"AS13335 Cloudflare, Inc.",Canada,有,,,api2cn.com,1,,,,,Y,Y,api.api2cn.com
api520.pro,熊猫API,one-api-family,new-api/one-api系,,pro,,,,,,,,api520.pro,1,round1,confirmed,A_api_status,Y,,,api520.pro
api96.com,MG1 API,one-api-family,new-api/one-api系,,com,,,,,,,,api96.com,1,round14,confirmed,A_api_status,Y,,,x.api96.com
apiclaude.cc,APIClaude,unlabeled,Vue,ONLINE,cc,2026-06-12,,"AS20473 The Constant Company, LLC",United States,无,,,apiclaude.cc,1,,,,,Y,Y,apiclaude.cc
apiddt.com,DDTokens,one-api-family,new-api/one-api系,,com,,,,,,,,apiddt.com,1,round16,confirmed,A_api_status,Y,,,apiddt.com
apidock.ai,APIDOCK,one-api-family,new-api/one-api系,,ai,,,,,,,,apidock.ai,1,round14,confirmed,A_api_status,Y,,,apidock.ai
apigator.ai,,one-api-family,one-api,,ai,,,,,,,,apigator.ai,1,round14,confirmed,C_framework+content,Y,,,apigator.ai
apihost.cn,APIHost AI,one-api-family,new-api/one-api系,,cn,,,,,,,,apihost.cn,1,round2,confirmed,A_api_status,Y,,,apihost.cn
apimart.ai,APIMart,one-api-family,new-api/one-api系,,ai,,,,,,,,apimart.ai,1,round4,confirmed,A_api_status,Y,,,api.apimart.ai;apimart.ai
apinebula.com,Nebula API,one-api-family,new-api/one-api系,,com,,,,,,,,apinebula.com,1,round1,confirmed,A_api_status,Y,,,apinebula.com
apinova.cc,Nova AI,unlabeled,React,ONLINE,cc,2026-04-15,,AS979 NetLab Global,United States,无,,,apinova.cc,1,,,,,Y,Y,apinova.cc
apiporter.com,Apiporter,one-api-family,"React, NewAPI",ONLINE,com,2026-03-31,,AS979 NetLab Global,United States,无,,,apiporter.com,1,,,,,Y,Y,apiporter.com
apirouter.ai,接口通,one-api-family,new-api/one-api系,,ai,,,,,,,,apirouter.ai,1,round2,confirmed,A_api_status,Y,,,apirouter.ai
apiwarrior.xyz,APIWarrior,one-api-family,new-api/one-api系,,xyz,,,,,,,,apiwarrior.xyz,1,round2,confirmed,A_api_status,Y,,,api.apiwarrior.xyz
apixo.ai,,one-api-family,one-api,,ai,,,,,,,,apixo.ai,1,round17,confirmed,C_framework+content,Y,,,apixo.ai
apiyi.com,APIYI,one-api-family,new-api/one-api系,,com,,,,,,,,apiyi.com,1,round1,confirmed,A_api_status,Y,,,api.apiyi.com
ark717.com,小鸡毛的公益API站,one-api-family,new-api/one-api系,,com,,,,,,,,ark717.com,1,round11,confirmed,A_api_status,Y,,,api.ark717.com
arkvision.ai,Stellark,one-api-family,new-api/one-api系,,ai,,,,,,,,arkvision.ai,1,round14,confirmed,A_api_status,Y,,,arkvision.ai
arpanet.icu,ARPANET API,one-api-family,new-api/one-api系,ONLINE,icu,2025-10-13,,AS134765 CHINANET Yunnan province IDC1 network,China,无,,,arpanet.icu,1,round1,confirmed,A_api_status,Y,Y,Y,arpanet.icu
atlascloud.ai,,one-api-family,one-api,,ai,,,,,,,,atlascloud.ai,1,round10,confirmed,C_framework+content,Y,,,atlascloud.ai;www.atlascloud.ai
atomflow.vip,原子流动,one-api-family,new-api/one-api系,,vip,,,,,,,,atomflow.vip,1,round5,confirmed,A_api_status,Y,,,atomflow.vip
autocontentapi.com,,one-api-family,one-api,,com,,,,,,,,autocontentapi.com,1,round8,confirmed,C_framework+content,Y,,,autocontentapi.com
autorouter.io,AutoRouter,one-api-family,new-api/one-api系,CLOUDFLARE_OR_BLOCKED,io,2026-05-11,,"AS13335 Cloudflare, Inc.",Canada,无,,,autorouter.io,1,round16,confirmed,A_api_status,Y,Y,Y,autorouter.io
avoapi.com,New API,one-api-family,new-api/one-api系,,com,,,,,,,,avoapi.com,1,round9,confirmed,A_api_status,Y,,,avoapi.com
axisapi.cn,Axis Api,one-api-family,new-api/one-api系,,cn,,,,,,,,axisapi.cn,1,round10,confirmed,A_api_status,Y,,,axisapi.cn
azapi.com.cn,AZ,one-api-family,new-api/one-api系,,cn,,,,,,,,azapi.com.cn,1,round1,confirmed,A_api_status,Y,,,azapi.com.cn
b.ai,B.AI,unlabeled,,ONLINE_LOGIN_REQUIRED,ai,2017-12-16,,"AS16509 Amazon.com, Inc.",Singapore,无,,,b.ai,1,,,,,Y,Y,api.b.ai
baobu.xyz,BAO-API,unlabeled,"Cloudflare, Vue",ONLINE,xyz,2025-09-05,,"AS13335 Cloudflare, Inc.",Canada,有,,,baobu.xyz,1,,,,,Y,Y,api.baobu.xyz
baogutang.top,N1KO-API,unlabeled,"Nginx, Vue",ONLINE,top,2023-06-13,,AS5065 Bunny Communications,Japan,有,,"1105937029, 783246411",baogutang.top,1,,,,,Y,Y,token.baogutang.top
bazaarlink.ai,,one-api-family,new-api,,ai,,,,,,,,bazaarlink.ai,1,round6,confirmed,C_framework+content,Y,,,bazaarlink.ai
beecode.cc,BeeCode,unlabeled,"Cloudflare, Vue",ONLINE,cc,2026-03-23,,"AS13335 Cloudflare, Inc.",Canada,有,,,beecode.cc,1,,,,,Y,Y,beecode.cc
beefapi.com,BeefAPI,one-api-family,new-api/one-api系,ONLINE,com,2026-04-13,,"AS13335 Cloudflare, Inc.",Canada,无,,,beefapi.com,1,round16,confirmed,A_api_status,Y,Y,Y,beefapi.com
bestswifter.com,ByteClaude,one-api-family,new-api/one-api系,,com,,,,,,,,bestswifter.com,1,round1,confirmed,A_api_status,Y,,,claude.bestswifter.com
biyuan.ai,彼源 AI,one-api-family,new-api/one-api系,,ai,,,,,,,,biyuan.ai,1,round14,confirmed,A_api_status,Y,,,biyuan.ai
bluesminds.com,Bluesminds,one-api-family,new-api/one-api系,,com,,,,,,,,bluesminds.com,1,round5,confirmed,A_api_status,Y,,,api.bluesminds.com
bobdong.cn,Bob API,one-api-family,new-api/one-api系,ONLINE,cn,2015-12-16,,"AS24429 Zhejiang Taobao Network Co.,Ltd",United States,无,,,bobdong.cn,1,round16,confirmed,A_api_status,Y,Y,Y,bobdong.cn
bookapi.cc,TigerApi,one-api-family,new-api/one-api系,,cc,,,,,,,,bookapi.cc,1,round1,confirmed,A_api_status,Y,,,tiger.bookapi.cc
bossclaw.org,BossClaw,unlabeled,"Cloudflare, Vue",ONLINE,org,2026-04-01,,"AS13335 Cloudflare, Inc.",Canada,有,,,bossclaw.org,1,,,,,Y,Y,bossclaw.org
botcf.com,Bot Compute Fabric,one-api-family,new-api/one-api系,,com,,,,,,,,botcf.com,1,round8,confirmed,A_api_status,Y,,,api.botcf.com;botcf.com
boxying.com,Boxying,one-api-family,new-api/one-api系,,com,,,,,,,,boxying.com,1,round11,confirmed,A_api_status,Y,,,www.boxying.com
boya.one,伯牙中转,unlabeled,,HTTP_ERROR,one,2026-04-26,,,,无,,,boya.one,1,,,,,Y,Y,boya.one
burncloud.com,BurnCloud AI API,one-api-family,new-api/one-api系,,com,,,,,,,,burncloud.com,1,round2,confirmed,A_api_status,Y,,,ai.burncloud.com
buykey.ai,,one-api-family,new-api,,ai,,,,,,,,buykey.ai,1,round14,confirmed,C_framework+content,Y,,,buykey.ai
bytecatcode.org,bytecat,one-api-family,new-api/one-api系,,org,,,,,,,,bytecatcode.org,1,round2,confirmed,A_api_status,Y,,,codecdn.bytecatcode.org
callgpt.co.uk,,one-api-family,one-api,,uk,,,,,,,,callgpt.co.uk,1,round8,confirmed,C_framework+content,Y,,,www.callgpt.co.uk
callxyq.xyz,Ls. API,one-api-family,new-api/one-api系,ONLINE,xyz,2025-09-06,,"AS26042 FiberState, LLC",United States,无,,,callxyq.xyz,1,round16,confirmed,A_api_status,Y,Y,Y,callxyq.xyz
catapi.ai,Cat API,one-api-family,new-api/one-api系,,ai,,,,,,,,catapi.ai,1,round2,confirmed,A_api_status,Y,,,catapi.ai
cc-api.chat,New API,one-api-family,new-api/one-api系,,chat,,,,,,,,cc-api.chat,1,round1,confirmed,A_api_status,Y,,,cc-api.chat
cc-vibe.com,CCVibe,unlabeled,"Nginx, Vue",ONLINE,com,2026-04-09,,"AS20473 The Constant Company, LLC",United States,有,t.me/+_QKy,,cc-vibe.com,1,,,,,Y,Y,cc-vibe.com
ccgoai.com,ccgo,unlabeled,"Cloudflare, Vue",ONLINE,com,2026-05-04,,"AS13335 Cloudflare, Inc.",Canada,有,,437857640,ccgoai.com,1,,,,,Y,Y,ccgoai.com
cckeys.top,Claude密钥,unlabeled,,ONLINE,top,2026-03-09,,"AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",China,无,,,cckeys.top,1,,,,,Y,Y,cckeys.top
ccll.xyz,CCLL.xyz,one-api-family,new-api/one-api系,,xyz,,,,,,,,ccll.xyz,1,round11,confirmed,A_api_status,Y,,,ccll.xyz
ccode.dev,Ccode,unlabeled,Vue,ONLINE,dev,,,AS402075 Peekabo Networks,United States,无,,,ccode.dev,1,,,,,Y,Y,ccode.dev
ccrouter.ai,CCRouter,unlabeled,"Cloudflare, Vue",ONLINE,ai,2026-05-14,,"AS13335 Cloudflare, Inc.",Canada,有,t.me/ccrouterAI,,ccrouter.ai,1,,,,,Y,Y,ccrouter.ai
ccwu.cc,CoeeApi,one-api-family,new-api/one-api系,,cc,,,,,,,,ccwu.cc,1,round11,confirmed,A_api_status,Y,,,api.coee.ccwu.cc;jarvis.ccwu.cc
cdn.ad,Lightning AI,unlabeled,Vue,ONLINE,ad,2024-10-22,,AS402075 Peekabo Networks,United States,有,,,cdn.ad,1,,,,,Y,Y,ai.cdn.ad
centos.hk,君の星辰,one-api-family,new-api/one-api系,ONLINE,hk,2025-03-11,,"AS13335 Cloudflare, Inc.",Canada,无,,,centos.hk,1,round16,confirmed,A_api_status,Y,Y,Y,ai.centos.hk
chaozhi.chat,云枢,unlabeled,"Nginx, Vue",ONLINE,chat,,,"AS132203 Tencent Building, Kejizhongyi Avenue",South Korea,有,,,chaozhi.chat,1,,,,,Y,Y,ai.chaozhi.chat
chat01.ai,,one-api-family,new-api,,ai,,,,,,,,chat01.ai,1,round2,confirmed,C_framework+content,Y,,,chat01.ai
chatfire.cn,ChatfireAPI🔥,one-api-family,new-api/one-api系,,cn,,,,,,,,chatfire.cn,1,round1,confirmed,A_api_status,Y,,,api.chatfire.cn;chatfire.cn
chatgpt.org.uk,,one-api-family,one-api,,uk,,,,,,,,chatgpt.org.uk,1,round1,confirmed,C_framework+content,Y,,,mail.chatgpt.org.uk
chatgpt.top,,one-api-family,one-api,,top,,,,,,,,chatgpt.top,1,round9,confirmed,C_framework+content,Y,,,chatgpt.top
chatgptid.net,刀刀中转API,one-api-family,new-api/one-api系,,net,,,,,,,,chatgptid.net,1,round7,confirmed,A_api_status,Y,,,api.chatgptid.net
cheapai.ai,New API,one-api-family,new-api/one-api系,,ai,,,,,,,,cheapai.ai,1,round14,confirmed,A_api_status,Y,,,cheapai.ai
cherry-ai.com,,one-api-family,new-api,,com,,,,,,,,cherry-ai.com,1,round13,confirmed,C_framework+content,Y,,,releases.cherry-ai.com
chesspnt.com,棋点AI,unlabeled,未识别,ONLINE,com,2024-08-04,,AS906 DMIT Cloud Services,United States,无,,,chesspnt.com,1,,,,,Y,Y,chat.chesspnt.com
chiangma.com,茳吢AI商城『关闭注册®』,one-api-family,new-api/one-api系,,com,,,,,,,,chiangma.com,1,round5,confirmed,A_api_status,Y,,,chiangma.com
chintao.cn,Chintao AI Hub,one-api-family,new-api/one-api系,ONLINE,cn,2024-01-08,,AS4837 CHINA UNICOM China169 Backbone,China,无,,,chintao.cn,1,round16,confirmed,A_api_status,Y,Y,Y,chintao.cn
chiyicn.com,词易,unlabeled,"Cloudflare, Vue",ONLINE,com,2026-05-14,,"AS13335 Cloudflare, Inc.",Canada,有,,2438256235,chiyicn.com,1,,,,,Y,Y,chiyicn.com
chongcodex.cn,HaHaHa-API,one-api-family,new-api/one-api系,,cn,,,,,,,,chongcodex.cn,1,round14,confirmed,A_api_status,Y,,,chongcodex.cn
chrouter.com,QUNL API,one-api-family,new-api/one-api系,,com,,,,,,,,chrouter.com,1,round2,confirmed,A_api_status,Y,,,api.chrouter.com;cn.chrouter.com
chshapi.org,监控室大爷模拟器,one-api-family,new-api/one-api系,ONLINE,org,2026-05-16,,AS8796 FASTNET DATA INC,United States,无,,,chshapi.org,1,round1,confirmed,A_api_status,Y,Y,Y,api.chshapi.org
chunxueapi.com,ChunXue API,one-api-family,new-api/one-api系,ONLINE,com,2026-04-23,,AS25820 IT7 Networks Inc,United States,无,,,chunxueapi.com,1,round16,confirmed,A_api_status,Y,Y,Y,chunxueapi.com
chybenzun.top,CHY公益站,one-api-family,new-api/one-api系,,top,,,,,,,,chybenzun.top,1,round4,confirmed,A_api_status,Y,,,chybenzun.top
cialloapi.cn,Ciallo API,unlabeled,Cloudflare,ONLINE,cn,2026-04-16,,"AS13335 Cloudflare, Inc.",Canada,无,,,cialloapi.cn,1,,,,,Y,Y,cialloapi.cn
ciyuan-token.com,词元token,one-api-family,new-api/one-api系,,com,,,,,,,,ciyuan-token.com,1,round10,confirmed,A_api_status,Y,,,ciyuan-token.com
ciyuanshen.top,词元神 - 全球AI聚合平台,one-api-family,new-api/one-api系,,top,,,,,,,,ciyuanshen.top,1,round6,confirmed,A_api_status,Y,,,ciyuanshen.top
clauddy.com,Clauddy,one-api-family,new-api/one-api系,,com,,,,,,,,clauddy.com,1,round7,confirmed,A_api_status,Y,,,clauddy.com
claude-api.org,Claude-API,sub2api,sub2api,ONLINE,org,2026-05-06,,"AS13335 Cloudflare, Inc.",Canada,有,t.me/+Lfq1A_3e6BRhNjE5,,claude-api.org,1,round16,confirmed,C_framework+content,Y,Y,Y,claude-api.org
claude360.xyz,Claude 360,one-api-family,new-api/one-api系,,xyz,,,,,,,,claude360.xyz,1,round2,confirmed,A_api_status,Y,,,claude360.xyz
claudeagent.com.cn,Claude Agent,one-api-family,new-api/one-api系,ONLINE,cn,2026-03-20,,"AS13335 Cloudflare, Inc.",Canada,有,,,claudeagent.com.cn,1,round16,confirmed,A_api_status,Y,Y,Y,claudeagent.com.cn
claudeapi.ai,AI API Hub,one-api-family,new-api/one-api系,,ai,,,,,,,,claudeapi.ai,1,round10,confirmed,A_api_status,Y,,,claudeapi.ai
claudeapi.com,Claude Api,one-api-family,new-api/one-api系,ONLINE,com,2025-07-16,,"AS16509 Amazon.com, Inc.",United States,无,,,claudeapi.com,1,round1,confirmed,A_api_status,Y,Y,Y,claudeapi.com;console.claudeapi.com;gw.claudeapi.com
claudeapi.io,ClaudeApi,one-api-family,new-api/one-api系,,io,,,,,,,,claudeapi.io,1,round2,confirmed,A_api_status,Y,,,claudeapi.io
claudecn.top,ClaudeCN,one-api-family,new-api/one-api系,ONLINE,top,2025-11-24,,"AS13335 Cloudflare, Inc.",Canada,有,,,claudecn.top,1,round16,confirmed,A_api_status,Y,Y,Y,claudecn.top
claudeforcheap.com,Cheap Claude Api,one-api-family,new-api/one-api系,,com,,,,,,,,claudeforcheap.com,1,round10,confirmed,A_api_status,Y,,,claudeforcheap.com
claudemain.com,Claudemain,one-api-family,new-api/one-api系,,com,,,,,,,,claudemain.com,1,round10,confirmed,A_api_status,Y,,,claudemain.com
clawopen.top,Sum API,one-api-family,new-api/one-api系,ONLINE,top,2026-03-09,,AS979 NetLab Global,United States,无,,,clawopen.top,1,round16,confirmed,A_api_status,Y,Y,Y,api.clawopen.top
cloudns.org,ai发财网,one-api-family,new-api/one-api系,,org,,,,,,,,cloudns.org,1,round11,confirmed,A_api_status,Y,,,ai.facai.cloudns.org
coaiwork.com,CoAI Work,one-api-family,new-api/one-api系,,com,,,,,,,,coaiwork.com,1,round2,confirmed,A_api_status,Y,,,coaiwork.com
code-cli.cn,Code-CLI,one-api-family,new-api/one-api系,,cn,,,,,,,,code-cli.cn,1,round4,confirmed,A_api_status,Y,,,code-cli.cn;www.code-cli.cn
code-relay.com,Code Router,one-api-family,new-api/one-api系,,com,,,,,,,,code-relay.com,1,round1,confirmed,A_api_status,Y,,,api.code-relay.com
code0.ai,Code0.ai,one-api-family,new-api/one-api系,,ai,,,,,,,,code0.ai,1,round1,confirmed,A_api_status,Y,,,code0.ai
codefwd.top,CodeFwd,one-api-family,new-api/one-api系,ONLINE,top,2026-05-26,,AS154321 CORENET CLOUD SDN. BHD.,Hong Kong,无,,,codefwd.top,1,round16,confirmed,A_api_status,Y,Y,Y,codefwd.top
codeilab.com,,one-api-family,new-api,,com,,,,,,,,codeilab.com,1,round2,confirmed,C_framework+content,Y,,,codeilab.com
coderelay.cn,CodeRelay,one-api-family,new-api/one-api系,ONLINE,cn,2026-04-18,,"AS13335 Cloudflare, Inc.",Canada,无,,,coderelay.cn,1,round2,confirmed,A_api_status,Y,Y,Y,cdn.coderelay.cn;coderelay.cn
codesome.ai,CodeSome,unlabeled,,ONLINE,ai,2026-02-10,,"AS132203 Tencent Building, Kejizhongyi Avenue",Singapore,无,,,codesome.ai,1,,,,,Y,Y,codesome.ai
codesonline.dev,codesonline,unlabeled,"Nginx, Vue",ONLINE,dev,,,AS25820 IT7 Networks Inc,United States,有,,656827785,codesonline.dev,1,,,,,Y,Y,mx.free.codesonline.dev
codesuc.top,CodeSuc Hub,unlabeled,React,ONLINE,top,2025-10-08,,"AS24429 Zhejiang Taobao Network Co.,Ltd",United States,无,,,codesuc.top,1,,,,,Y,Y,main-new.codesuc.top
codexapis.com,刀刀刀-天才程序员-自己进售后群,one-api-family,new-api/one-api系,,com,,,,,,,,codexapis.com,1,round1,confirmed,A_api_status,Y,,,codexapis.com;www.codexapis.com
codexopenai.cloud,Deer Codex,one-api-family,"React, NewAPI",ONLINE,cloud,2026-04-28,,AS140527 China Telecom,China,有,,,codexopenai.cloud,1,,,,,Y,Y,codexopenai.cloud
codexzh.com,codex 中转站,one-api-family,new-api/one-api系,,com,,,,,,,,codexzh.com,1,round10,confirmed,A_api_status,Y,,,api.codexzh.com
cognilead.ai,,one-api-family,one-api,,ai,,,,,,,,cognilead.ai,1,round14,confirmed,C_framework+content,Y,,,cognilead.ai
cometapi.com,CometAPI,one-api-family,new-api/one-api系,,com,,,,,,,,cometapi.com,1,round7,confirmed,A_api_status,Y,,,api.cometapi.com;cometapi.com;www.cometapi.com
computetoken.ai,Compute Token,one-api-family,new-api/one-api系,,ai,,,,,,,,computetoken.ai,1,round1,confirmed,A_api_status,Y,,,computetoken.ai
congmingai.com,聪明AI,unlabeled,"Cloudflare, Vue",ONLINE,com,2026-05-09,,"AS13335 Cloudflare, Inc.",Canada,有,t.me/congmingxiayou1,,congmingai.com,1,,,,,Y,Y,sub2.congmingai.com
cooper-api.com,Cooper-API,one-api-family,new-api/one-api系,ONLINE,com,2026-04-19,,AS152194 CTG Server Limited,South Korea,无,,,cooper-api.com,1,round16,confirmed,A_api_status,Y,Y,Y,cooper-api.com
crazyrouter.com,Crazyrouter,one-api-family,new-api/one-api系,,com,,,,,,,,crazyrouter.com,1,round5,confirmed,A_api_status,Y,,,cn.crazyrouter.com;crazyrouter.com;www.crazyrouter.com
crossmodel.ai,,one-api-family,one-api,,ai,,,,,,,,crossmodel.ai,1,round17,confirmed,C_framework+content,Y,,,crossmodel.ai
cubence.com,Cubence,unlabeled,Cloudflare,ONLINE,com,2025-10-06,,"AS13335 Cloudflare, Inc.",Canada,无,,,cubence.com,1,,,,,Y,Y,cubence.com
cuberouter.ai,Cube-Router,one-api-family,new-api/one-api系,,ai,,,,,,,,cuberouter.ai,1,round14,confirmed,A_api_status,Y,,,cuberouter.ai
cwapi.vip,🦔,one-api-family,new-api/one-api系,,vip,,,,,,,,cwapi.vip,1,round1,confirmed,A_api_status,Y,,,cc.cwapi.vip
d5wa.com,,one-api-family,new-api,,com,,,,,,,,d5wa.com,1,round8,confirmed,C_framework+content,Y,,,d5wa.com
daidaibird.top,呆呆鸟,unlabeled,,ONLINE,top,2025-06-20,,"AS45102 Alibaba (US) Technology Co., Ltd.",Hong Kong,无,,,daidaibird.top,1,,,,,Y,Y,daidaibird.top
dakeai.cc,DKAI/大可,unlabeled,"Nginx, Vue",ONLINE,cc,2025-12-23,,AS40065 CNSERVERS LLC,United States,有,,2415997472,dakeai.cc,1,,,,,Y,Y,codex.dakeai.cc
daodunapi.com,我的刀盾,one-api-family,new-api/one-api系,ONLINE,com,2026-04-18,,"AS13335 Cloudflare, Inc.",Canada,无,,,daodunapi.com,1,round16,confirmed,A_api_status,Y,Y,Y,daodunapi.com
dapicloud.com,DAPI,one-api-family,new-api/one-api系,,com,,,,,,,,dapicloud.com,1,round4,confirmed,A_api_status,Y,,,dapicloud.com
darkrouter.ai,,one-api-family,one-api,,ai,,,,,,,,darkrouter.ai,1,round14,confirmed,C_framework+content,Y,,,darkrouter.ai
dasuapi.com,DasuAPI,one-api-family,new-api/one-api系,ONLINE,com,2026-05-04,,AS149440 Evoxt Sdn. Bhd.,Malaysia,,,,dasuapi.com,1,round16,confirmed,A_api_status,Y,Y,Y,dasuapi.com
dawclaudecode.com,DawCode,one-api-family,new-api/one-api系,ONLINE,com,2025-10-08,,AS401701 cognetcloud INC,Hong Kong,无,,,dawclaudecode.com,1,round1,confirmed,A_api_status,Y,Y,Y,api.dawclaudecode.com;dawclaudecode.com
dbanalyst.ai,,one-api-family,one-api,,ai,,,,,,,,dbanalyst.ai,1,round14,confirmed,C_framework+content,Y,,,dbanalyst.ai
dddai.dev,嘀嘀嘀 AI,one-api-family,new-api/one-api系,,dev,,,,,,,,dddai.dev,1,round2,confirmed,A_api_status,Y,,,dddai.dev
ddshub.cc,DDShub,unlabeled,,ONLINE,cc,2026-02-24,,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,Hong Kong,有,,,ddshub.cc,1,,,,,Y,Y,ddshub.cc
de5.net,分享奇点,one-api-family,new-api/one-api系,,net,,,,,,,,de5.net,1,round5,confirmed,A_api_status,Y,,,api-public.proxy-gls.de5.net;jiuuij.de5.net;v-api.de5.net
deepask.chat,deepask,unlabeled,Cloudflare,ONLINE,chat,,,"AS13335 Cloudflare, Inc.",Canada,有,,,deepask.chat,1,,,,,Y,Y,code.deepask.chat
deeprouter.top,DeepRouter,one-api-family,new-api/one-api系,,top,,,,,,,,deeprouter.top,1,round7,confirmed,A_api_status,Y,,,deeprouter.top
deerapi.com,DeerAPI,one-api-family,new-api/one-api系,,com,,,,,,,,deerapi.com,1,round6,confirmed,A_api_status,Y,,,www.deerapi.com
derouter.ai,DeRouter,one-api-family,new-api,ONLINE,ai,2026-03-26,,"AS13335 Cloudflare, Inc.",Canada,有,t.me/derouter_ai,,derouter.ai,1,round16,confirmed,C_framework+content,Y,Y,Y,derouter.ai
dgbmc.top,DGB 公益站,one-api-family,new-api/one-api系,,top,,,,,,,,dgbmc.top,1,round1,confirmed,A_api_status,Y,,,freeapi.dgbmc.top
discordtool.vip,Safa API,one-api-family,new-api/one-api系,ONLINE,vip,2025-03-21,,"AS45102 Alibaba (US) Technology Co., Ltd.",Hong Kong,无,,,discordtool.vip,1,round16,confirmed,A_api_status,Y,Y,Y,api.discordtool.vip
dit.ai,,one-api-family,one-api,,ai,,,,,,,,dit.ai,1,round15,confirmed,C_framework+content,Y,,,dit.ai
dmxapi.cn,DMXAPI官网：中国多模态大模型API聚合平台,one-api-family,new-api/one-api系,,cn,,,,,,,,dmxapi.cn,1,round1,confirmed,A_api_status,Y,,,www.dmxapi.cn
dmxapi.com,DMXAPI Global,one-api-family,new-api/one-api系,,com,,,,,,,,dmxapi.com,1,round7,confirmed,A_api_status,Y,,,www.dmxapi.com
dogenet.win,OhMyGPT,unlabeled,Cloudflare,ONLINE,win,2023-08-22,,AS38136 Akari Networks,United States,有,t.me/omg_pub,,dogenet.win,1,,,,,Y,Y,x.dogenet.win
dohoya.com,地板 AI Gateway,one-api-family,new-api/one-api系,,com,,,,,,,,dohoya.com,1,round17,confirmed,A_api_status,Y,,,dohoya.com;www.dohoya.com
dongli.work,冻梨API,one-api-family,new-api/one-api系,ONLINE,work,2025-07-27,,AS401696 cognetcloud INC,Hong Kong,无,,,dongli.work,1,round1,confirmed,A_api_status,Y,Y,Y,api.dongli.work
dongtoken.com,DongToken,one-api-family,new-api/one-api系,,com,,,,,,,,dongtoken.com,1,round5,confirmed,A_api_status,Y,,,dongtoken.com
dpapi.cn,DP Api,one-api-family,new-api/one-api系,,cn,,,,,,,,dpapi.cn,1,round4,confirmed,A_api_status,Y,,,dpapi.cn
