site_key,stack_family,framework_raw,tld,signal_tier,enriched,hosting,ip_country,has_privacy,icp_filing,operator_id,cluster_size
edenai.co,one-api-family,one-api,co,C_framework+content,no,,,,,edenai.co,1
eirouter.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,eirouter.com,1
ejkoy.com,unlabeled,"Cloudflare, Vue",com,,yes,Cloudflare,Canada,有,,ejkoy.com,1
ekan8.com,one-api-family,new-api/one-api系,com,A_api_status,yes,NetLab Global,United States,无,,ekan8.com,1
ekti.cc,unlabeled,React,cc,,yes,Spartan Host Ltd,United States,无,,ekti.cc,1
electronhub.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,electronhub.ai,1
enjoyapi.cc,unlabeled,"Cloudflare, Vue",cc,,yes,Cloudflare,Canada,有,,enjoyapi.cc,1
ephone.ai,confirmed-unknown,unknown,ai,A_api_status,yes,Cloudflare,Canada,有,,ephone.ai,3
ephone.chat,confirmed-unknown,unknown,chat,A_api_status,no,,,,,ephone.ai,3
ergouapi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Cloudflare,Canada,有,,ergouapi.com,1
eu.cc,one-api-family,new-api/one-api系,cc,A_api_status,yes,Cloudflare,Canada,无,无,eu.cc,1
eu.org,one-api-family,new-api/one-api系,org,A_api_status,no,,,,,eu.org,1
eurouter.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,eurouter.ai,1
euzhi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Amazon.com,South Korea,无,,euzhi.com,1
evolink.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,evolink.ai,1
exe.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,exe.xyz,1
fastcc.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,fastcc.ai,1
fastgpt.cn,one-api-family,new-api,cn,C_framework+content,no,,,,,fastgpt.cn,1
fastgpt.io,one-api-family,new-api,io,C_framework+content,no,,,,,fastgpt.io,1
fastrouter.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,fastrouter.ai,1
featherless.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,featherless.ai,1
feng.cx,unlabeled,"Nginx, React",cx,,yes,Wen ZhangYu,United Kingdom,无,,feng.cx,1
ffir.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,ffir.cn,1
findcg.com,unlabeled,,com,,yes,AROSSCLOUD INC.,United States,无,,findcg.com,1
fishxcode.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Amazon.com,United States,有,,fishxcode.com,1
fkclaude.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,fkclaude.xyz,1
flashapi.top,one-api-family,new-api/one-api系,top,A_api_status,yes,FASTNET DATA INC,United States,无,,flashapi.top,1
fluxnode.org,one-api-family,new-api/one-api系,org,A_api_status,no,,,,,fluxnode.org,1
fluxtoken.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,fluxtoken.ai,1
franklybuilds.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,franklybuilds.com,1
freemodel.dev,unlabeled,Cloudflare,dev,,yes,Cloudflare,Canada,有,,freemodel.dev,1
frogbot.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,frogbot.ai,1
frontier-intelligence.tech,one-api-family,new-api/one-api系,tech,A_api_status,yes,Cloudflare,Canada,无,,frontier-intelligence.tech,1
fucheers.top,one-api-family,new-api/one-api系,top,A_api_status,yes,,,无,,fucheers.top,1
fuhuacloud.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,fuhuacloud.ai,1
funnyskill.com,one-api-family,new-api/one-api系,com,A_api_status,yes,OVH SAS,United States,无,,funnyskill.com,1
fushengyunsuan.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,fushengyunsuan.cn,2
fushengyunsuan.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,fushengyunsuan.cn,2
futurmix.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,futurmix.ai,1
fuxingapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,fuxingapi.com,1
gateone.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,gateone.ai,1
gatewayapi.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,gatewayapi.ai,1
geekai.pro,one-api-family,new-api/one-api系,pro,A_api_status,no,,,,,geekai.pro,1
geeknow.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,geeknow.ai,1
gemai.cc,one-api-family,"Nginx, React, NewAPI",cc,,yes,NetLab Global,United States,,,gemai.cc,1
geminiapi.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,geminiapi.ai,1
getezclaw.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Cloudflare,Canada,无,,getezclaw.com,1
getgoapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,getgoapi.com,1
getunikey.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,getunikey.ai,1
ggff.net,one-api-family,new-api/one-api系,net,A_api_status,no,,,,,ggff.net,1
ggrokheavy.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,ggrokheavy.xyz,1
github.io,sub2api,sub2api,io,C_framework+content,no,,,,,github.io,1
globalai.vip,one-api-family,new-api/one-api系,vip,A_api_status,no,,,,,globalai.vip,1
goapis.vip,one-api-family,new-api/one-api系,vip,A_api_status,no,,,,,goapis.vip,1
gogoapi.cloud,one-api-family,new-api/one-api系,cloud,A_api_status,yes,OVH SAS,United States,无,无,gogoapi.cloud,1
gogogotoken.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,gogogotoken.ai,1
gpt-load.com,one-api-family,new-api,com,C_framework+content,no,,,,,gpt-load.com,1
gpt-pool.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,gpt-pool.com,1
gpt.ge,one-api-family,new-api/one-api系,ge,A_api_status,yes,IT7 Networks Inc,United States,无,,gpt.ge,2
gptbest.vip,openai-compatible-unknown,openai_compatible_unknown,vip,B_v1_models,no,,,,,gptbest.vip,1
gpteamservices.com,unlabeled,Cloudflare,com,,yes,Cloudflare,Canada,有,,gpteamservices.com,1
gptnb.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,gptnb.ai,1
gptoai.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,gptoai.top,1
growupapi.ltd,unlabeled,Cloudflare,ltd,,yes,Cloudflare,Canada,无,,growupapi.ltd,1
guagua.uk,one-api-family,new-api/one-api系,uk,A_api_status,yes,netcup GmbH,Germany,无,,guagua.uk,1
guardentry.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,guardentry.ai,1
gzxsy.vip,one-api-family,new-api/one-api系,vip,A_api_status,no,,,,,gzxsy.vip,1
h-e.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,h-e.top,1
hack3rx.cn,unlabeled,"Nginx, Vue",cn,,yes,Alibaba (US) Technology Co.,Hong Kong,有,,hack3rx.cn,1
hangzhale.com,unlabeled,"Cloudflare, Vue",com,,yes,Cloudflare,Canada,有,,hangzhale.com,1
hao.ai,one-api-family,one-api,ai,C_framework+content,yes,Amazon.com,United States,有,,hao.ai,1
hapuppy.com,one-api-family,one-api,com,C_framework+content,no,,,,,hapuppy.com,1
hboom.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,hboom.ai,1
hcnote.cn,one-api-family,new-api,cn,C_framework+content,no,,,,,hcnote.cn,1
hcnsec.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,hcnsec.cn,2
helicone.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,helicone.ai,1
helpcoder.cc,one-api-family,new-api/one-api系,cc,A_api_status,no,,,,,helpcoder.cc,1
hemaapi.cc,one-api-family,"React, NewAPI",cc,,yes,Alice Network,United States,无,,hemaapi.cc,1
hepingan.top,sub2api,sub2api,top,C_framework+content,yes,Cloudflare,Canada,有,,hepingan.top,1
heykey.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,heykey.ai,1
hhnto.top,one-api-family,new-api/one-api系,top,A_api_status,yes,Starry Network Limited,Hong Kong,无,,hhnto.top,1
hiapi.store,one-api-family,new-api/one-api系,store,A_api_status,yes,Alibaba (US) Technology Co.,Hong Kong,无,,hiapi.store,1
hk.cn,unlabeled,Nginx,cn,,yes,Spartan Host Ltd,United States,无,无,chatopens.vip,2
hlool.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,hlool.top,1
hohoapi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Cloudflare,Canada,无,无,hohoapi.com,1
holamexicali.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,holamexicali.com,1
holdai.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,holdai.top,1
hottoken.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,hottoken.ai,1
howlife.cc,one-api-family,new-api/one-api系,cc,A_api_status,no,,,,,howlife.cc,1
hslife.fun,unlabeled,"Nginx, Vue",fun,,yes,DMIT Cloud Services,United States,有,,hslife.fun,1
huaci.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,huaci.ai,1
huanapi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Spartan Host Ltd,United States,有,,huanapi.com,1
huasuan.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,huasuan.ai,1
huiliuapi.com,unlabeled,,com,,yes,,,无,,huiliuapi.com,1
huiyun.asia,one-api-family,new-api/one-api系,asia,A_api_status,yes,SonderCloud Limited,Hong Kong,无,,huiyun.asia,2
hvoy_removed,unlabeled,,hvoy_removed,,yes,,,无,,bbww.top,2
hybgzs.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,hybgzs.com,1
hyperapi.cc,one-api-family,new-api/one-api系,cc,A_api_status,no,,,,,hyperapi.cc,1
i4um.com,one-api-family,voapi,com,C_framework+content,no,,,,,i4um.com,1
iacc.cc,unlabeled,Cloudflare,cc,,yes,Cloudflare,Canada,无,,iacc.cc,1
iamhc.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,hcnsec.cn,2
icreat.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,icreat.ai,1
ifopen.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,aigc456.top,2
ikuncode.cc,one-api-family,new-api/one-api系,cc,A_api_status,yes,Cloudflare,Canada,无,,ikuncode.cc,1
indotoken.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,indotoken.ai,1
indrin.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,indrin.cn,1
infai.cc,one-api-family,"Nginx, React, NewAPI, OneAPI",cc,,yes,OVH SAS,United States,无,,infai.cc,1
infistar.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,Alibaba (US) Technology Co.,Hong Kong,无,无,infistar.ai,1
innk.cc,confirmed-unknown,unknown,cc,A_api_status,no,,,,,ephone.ai,3
it.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,it.com,1
itstudio.club,one-api-family,new-api/one-api系,club,A_api_status,no,,,,,itstudio.club,1
jbbtoken.cn,one-api-family,new-api/one-api系,cn,A_api_status,yes,Cloudflare,Canada,有,,jbbtoken.cn,1
jeniya.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,jeniya.cn,2
jeniya.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,jeniya.cn,2
jianxiaozhi.chat,one-api-family,new-api/one-api系,chat,A_api_status,no,,,,,jianxiaozhi.chat,1
jianzhile.vip,one-api-family,new-api/one-api系,vip,A_api_status,no,,,,,jianzhile.vip,1
jiekou.ai,unlabeled,,ai,,yes,Tencent Building,Singapore,有,,jiekou.ai,1
jmyr.net,one-api-family,new-api/one-api系,net,A_api_status,yes,NetLab Global,Hong Kong,无,,jmyr.net,1
jojocode.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,jojocode.com,1
joyzhi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,joyzhi.com,1
junjun.site,unlabeled,,site,,yes,,,无,,junjun.site,1
juxingai.top,one-api-family,new-api/one-api系,top,A_api_status,yes,Alibaba (US) Technology Co.,Hong Kong,无,,huiyun.asia,2
kelaiapi.cc,one-api-family,"Cloudflare, React, NewAPI",cc,,yes,Cloudflare,Canada,无,,kelaiapi.cc,1
kie.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,kie.ai,1
kingflow.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,kingflow.ai,1
kissapi.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,kissapi.ai,1
kividas.com,unlabeled,Nginx,com,,yes,Amazon.com,United States,无,,kividas.com,1
kksj.org,one-api-family,new-api/one-api系,org,A_api_status,no,,,,,kksj.org,1
knox.chat,one-api-family,new-api/one-api系,chat,A_api_status,no,,,,,knox.chat,1
koalaapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,koalaapi.com,1
koyeb.app,one-api-family,new-api/one-api系,app,A_api_status,no,,,,,koyeb.app,1
kr777.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,kr777.top,1
krizai.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,krizai.ai,1
kuaiaiapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,kuaiaiapi.com,1
kuaiwenwen.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,ainstant.pro,3
kun8.vip,unlabeled,"Nginx, Vue",vip,,yes,DMIT Cloud Services,United States,有,,kun8.vip,1
kunpengyr.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,kunpengyr.xyz,1
kwwai.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,ainstant.pro,3
langziapi.online,unlabeled,"Cloudflare, Vue",online,,yes,Cloudflare,Canada,有,,langziapi.online,1
lanxiu.cc,one-api-family,new-api/one-api系,cc,A_api_status,no,,,,,lanxiu.cc,1
laozhang.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,IT7 Networks Inc,United States,有,无,laozhang.ai,1
lcodex.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,lcodex.cn,1
lconai.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,lconai.com,1
learn-ai.top,one-api-family,new-api/one-api系,top,A_api_status,yes,Cloudflare,Canada,无,,learn-ai.top,1
leleweb.cn,unlabeled,"Nginx, Vue",cn,,yes,AROSSCLOUD INC.,United States,有,,leleweb.cn,1
lilililwan.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,lilililwan.xyz,1
limiao.net,unlabeled,Cloudflare,net,,yes,Cloudflare,Canada,无,,limiao.net,1
lingshuai.cc,unlabeled,"Nginx, Vue",cc,,yes,VpsQuan L.L.C.,United States,有,,lingshuai.cc,1
lingsuan.top,unlabeled,"Cloudflare, Vue",top,,yes,Cloudflare,Canada,有,,lingsuan.top,1
lingyaai.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,lingyaai.cn,1
linkai.shop,unlabeled,"Cloudflare, Vue",shop,,yes,Cloudflare,Canada,有,,linkai.shop,1
linkapi.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,DMIT Cloud Services,United States,无,,linkapi.ai,1
linkapi.org,one-api-family,new-api/one-api系,org,A_api_status,no,,,,,linkapi.org,1
linoapi.com.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,linoapi.com.cn,1
littlesheep.cc,one-api-family,new-api/one-api系,cc,A_api_status,no,,,,,littlesheep.cc,1
ll9e.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,ll9e.cn,1
llmapi.pro,unlabeled,Nginx,pro,,yes,cognetcloud INC,Hong Kong,有,,llmapi.pro,1
llmgw.cn,one-api-family,new-api/one-api系,cn,A_api_status,yes,Hangzhou Alibaba Advertising C,China,无,,llmgw.cn,1
llmhub.com.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,llmhub.com.cn,1
longshang.pro,one-api-family,new-api/one-api系,pro,A_api_status,no,,,,,longshang.pro,1
loopllama.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,loopllama.ai,1
loptu.net,one-api-family,"Nginx, React, NewAPI",net,,yes,DMIT Cloud Services,United States,无,,loptu.net,1
loyal-agent.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,loyal-agent.ai,1
ltcraft.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,ltcraft.cn,1
luccc.uk,one-api-family,new-api/one-api系,uk,A_api_status,yes,Cloudflare,Canada,无,,luccc.uk,1
lucen.cc,unlabeled,"Cloudflare, Vue",cc,,yes,Cloudflare,Canada,有,,lucen.cc,1
luchikey.com,sub2api,sub2api,com,C_framework+content,yes,netcup GmbH,United States,无,,luchikey.com,1
luckyapi.chat,one-api-family,new-api/one-api系,chat,A_api_status,no,,,,,luckyapi.chat,1
lulurouter.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Alibaba (US) Technology Co.,Hong Kong,无,,lulurouter.com,1
lumibest.cc,one-api-family,new-api/one-api系,cc,A_api_status,no,,,,,lumibest.cc,1
luminai.cc,one-api-family,new-api/one-api系,cc,A_api_status,yes,Cloudflare,Canada,无,,luminai.cc,1
lxtech.icu,one-api-family,new-api/one-api系,icu,A_api_status,no,,,,,lxtech.icu,1
lyjxka.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,lyjxka.top,1
magic666.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,magic666.top,1
manbouapi.com,unlabeled,,com,,yes,,,无,,manbouapi.com,1
maoleio.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,maoleio.cn,1
maoyulin.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,maoyulin.xyz,1
marting.pro,one-api-family,new-api/one-api系,pro,A_api_status,no,,,,,marting.pro,1
maryandthedot.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,maryandthedot.com,1
maton.ai,openai-compatible-unknown,openai_compatible_unknown,ai,B_v1_models,no,,,,,maton.ai,1
max20.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,ccmax20.cc,2
maya.today,unlabeled,"Cloudflare, Vue",today,,yes,Cloudflare,Canada,有,,maya.today,1
mdbox.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,mdbox.ai,1
meeyo.org,one-api-family,new-api,org,C_framework+content,yes,Zenlayer Inc,Japan,无,无,meeyo.org,1
megallm.io,one-api-family,one-api,io,C_framework+content,no,,,,,megallm.io,1
mentoe.com,unlabeled,,com,,yes,,,无,,mentoe.com,1
metachat.work,unlabeled,,work,,yes,Amazon.com,United States,无,无,metachat.work,1
metoken.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,metoken.ai,1
mfate.cn,unlabeled,"Nginx, React",cn,,yes,Shenzhen Tencent Computer Syst,China,有,,mfate.cn,1
micuapi.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,Cloudflare,Canada,无,,micuapi.ai,1
mikucode.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,mikucode.xyz,1
minitoken.top,one-api-family,new-api/one-api系,top,A_api_status,yes,OVH SAS,United States,无,,minitoken.top,1
mitchll.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,mitchll.com,1
mkeai.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,mkeai.com,1
mmaqq.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,mmaqq.top,1
mmw.ink,unlabeled,,ink,,yes,Hubei Feixun Network Co.,China,有,无,mmw.ink,1
mnapi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Cloudflare,Canada,无,,mnapi.com,1
moark.ai,openai-compatible-unknown,openai_compatible_unknown,ai,B_v1_models,no,,,,,moark.ai,1
modcon.top,unlabeled,Cloudflare,top,,yes,Cloudflare,Canada,无,,modcon.top,1
model-port.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,model-port.xyz,1
modelapi.co,one-api-family,new-api/one-api系,co,A_api_status,no,,,,,modelapi.co,1
modelbeat.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,modelbeat.ai,1
modelcode.one,one-api-family,new-api/one-api系,one,A_api_status,no,,,,,modelcode.one,1
modelpier.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,modelpier.ai,1
modernmt.com,one-api-family,new-api,com,C_framework+content,no,,,,,modernmt.com,1
mofas.one,one-api-family,new-api/one-api系,one,A_api_status,no,,,,,mofas.one,1
moleapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,moleapi.com,1
mondon.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,mondon.ai,1
mongodb.org,one-api-family,one-api,org,C_framework+content,no,,,,,mongodb.org,1
monking.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,monking.ai,1
mooko.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,mooko.ai,1
morphllm.com,one-api-family,one-api,com,C_framework+content,no,,,,,morphllm.com,1
mosshubs.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,mosshubs.com,1
moyuu.cc,one-api-family,new-api/one-api系,cc,A_api_status,no,,,,,moyuu.cc,1
muskapi.cc,unlabeled,"Cloudflare, Vue",cc,,yes,Cloudflare,Canada,有,,muskapi.cc,1
mxyhi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Cloudflare,Canada,无,,mxyhi.com,1
mytokenpi.com,one-api-family,"Nginx, React, NewAPI",com,,yes,Alibaba (US) Technology Co.,United States,无,,mytokenpi.com,1
mzlone.top,unlabeled,"Cloudflare, React",top,,yes,Cloudflare,Canada,无,,mzlone.top,1
n1n.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,n1n.ai,1
naitok.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,naitok.ai,1
nbapi.cc,unlabeled,"Nginx, React",cc,,yes,NetLab Global,United States,无,,nbapi.cc,1
nbility.dev,one-api-family,new-api/one-api系,dev,A_api_status,yes,Cloudflare,Canada,有,,nbility.dev,1
nekoapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,nekoapi.com,1
nekocode.ai,unlabeled,"Cloudflare, React",ai,,yes,Cloudflare,Canada,无,,nekocode.ai,1
neokoaigc.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,neokoaigc.com,1
newapi.pro,one-api-family,new-api,pro,C_framework+content,no,,,,,newapi.pro,1
newcli.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Cloudflare,Canada,无,,dataeyes.ai,2
newzone.top,one-api-family,new-api,top,C_framework+content,no,,,,,newzone.top,1
nexaxis.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,FDCservers.net,United States,无,,nexaxis.ai,1
nextoken.online,unlabeled,"Cloudflare, Vue",online,,yes,Cloudflare,Canada,有,,nextoken.online,1
nexusapi.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,nexusapi.cn,1
nikoapi.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,nikoapi.xyz,1
niubiai.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,niubiai.ai,1
nodapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,nodapi.com,1
nuwaapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,nuwaapi.com,1
oai2api.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,oai2api.com,1
ocoolai.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,ocoolai.com,1
octoken.com.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,octoken.com.cn,1
officesai.top,one-api-family,new-api/one-api系,top,A_api_status,yes,Cloudflare,Canada,有,,officesai.top,1
ofox.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,ofox.ai,1
ogog.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,OVH SAS,United States,无,,ogog.ai,1
oiov.dev,one-api-family,new-api,dev,C_framework+content,no,,,,,oiov.dev,1
ominigate.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,ominigate.ai,1
ominigate.com,one-api-family,one-api,com,C_framework+content,no,,,,,ominigate.com,1
onebound.cn,one-api-family,one-api,cn,C_framework+content,no,,,,,onebound.cn,1
onechats.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,onechats.ai,3
onechats.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,onechats.ai,3
onechats.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,onechats.ai,3
onecheckout.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,onecheckout.ai,1
onehop.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,onehop.ai,1
onetoken.one,one-api-family,new-api/one-api系,one,A_api_status,no,,,,,onetoken.one,1
onrender.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,onrender.com,1
oogaming.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,bdshmmkj3.cn,5
ope.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,Cloudflare,Canada,有,,ope.ai,1
openaeon.ai,one-api-family,new-api/one-api系,ai,A_api_status,yes,Cloudflare,Canada,无,,openaeon.ai,1
openai-ch.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,openai-ch.top,1
openai-hub.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,openai-hub.com,1
openai-labs.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,openai-labs.com,1
openai-up.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,openai-up.com,1
openclaudecode.cn,unlabeled,,cn,,yes,,,,,openclaudecode.cn,1
openclawroot.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,openclawroot.com,1
openiapi.com,one-api-family,new-api/one-api系,com,A_api_status,no,,,,,openiapi.com,1
openminis.app,one-api-family,one-api,app,C_framework+content,no,,,,,openminis.app,1
openmux.ai,unlabeled,Nginx,ai,,yes,Alibaba (US) Technology Co.,Singapore,有,,openmux.ai,1
openrouter.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,openrouter.ai,1
openrouter.com,one-api-family,one-api,com,C_framework+content,no,,,,,openrouter.com,1
opentk.ai,unlabeled,"Cloudflare, Vue",ai,,yes,Cloudflare,Canada,有,,opentk.ai,1
openxs.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,openxs.top,1
opper.ai,one-api-family,one-api,ai,C_framework+content,no,,,,,opper.ai,1
orcarouter.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,orcarouter.ai,1
owlai.tech,unlabeled,"Cloudflare, Vue",tech,,yes,Cloudflare,Canada,有,,owlai.tech,1
oxycode.net,unlabeled,,net,,yes,CORENET CLOUD SDN. BHD.,Hong Kong,无,,oxycode.net,1
packyapi.com,one-api-family,new-api/one-api系,com,A_api_status,yes,Cloudflare,Canada,有,,packyapi.com,1
paintbot.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,paintbot.top,2
perfxlab.cn,one-api-family,new-api/one-api系,cn,A_api_status,no,,,,,perfxlab.cn,1
pixelmuse.shop,unlabeled,"Nginx, Vue",shop,,yes,AkileCloud Network,Japan,有,,pixelmuse.shop,1
playclaude.xyz,one-api-family,new-api/one-api系,xyz,A_api_status,no,,,,,playclaude.xyz,1
plushub.ai,one-api-family,new-api/one-api系,ai,A_api_status,no,,,,,plushub.ai,1
poixe.com,unlabeled,Cloudflare,com,,yes,Cloudflare,Canada,有,,poixe.com,1
poloai.top,one-api-family,new-api/one-api系,top,A_api_status,no,,,,,poloai.top,3
