domain,stack_family,site_role,hosting_type,maturity_tier,health,birth_year,dedicated_cert,operator_id,operator_domains,multi_brand_operator,template_family,payment_methods,has_faka,trust_claims
ccplus.site,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,ccfly.codes,2,Y,ccfly.codes,,,stability|refund
ccrouter.ai,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,ccrouter.ai,1,,,,,no_dilution
cctq.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,b886.top,2,,,,,
ccwu.cc,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,ccwu.cc,1,,,,,
cdn.ad,unlabeled,unidentified,direct_origin,established,ONLINE,2024,Y,cdn.ad,2,,aiyahmm.com,,,
centos.hk,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,centos.hk,1,,,,,
chaophone.top,openai-compatible-unknown,unidentified,direct_origin,new_2026,https_alive,2026,Y,chaophone.top,1,,chaophone.top,,,
chaozhi.chat,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,chaozhi.chat,1,,,,,privacy_first|stability
chat01.ai,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,chat01.ai,1,,,alipay|wechat_pay|usdt_crypto,,refund
chatfire.cn,one-api-family,relay,direct_origin,established,https_alive,2024,Y,chatfire.cn,1,,,,,
chatgpt.org.uk,one-api-family,relay,cdn_fronted,established,https_alive,2022,Y,chatgpt.org.uk,1,,,usdt_crypto,,
chatgpt.top,one-api-family,relay,cdn_fronted,established,https_alive,2022,Y,chatgpt.top,1,,,,,no_dilution|stability|refund
chatgptid.net,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,chatgptid.net,1,,,,,
chatopens.vip,unlabeled,unidentified,cdn_fronted,growing_2025,ONLINE,2025,Y,chatopens.vip,2,,,,,
cheapai.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,cheapai.ai,1,,,usdt_crypto,,stability
cheapvideo.cc,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,cheapvideo.cc,1,,,,,stability
check-in.tech,openai-compatible-unknown,unidentified,cdn_fronted,established,https_alive,2020,Y,check-in.tech,1,,,,,
cherry-ai.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,cherry-ai.com,1,,,,,no_dilution
cherryin.ai,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,cherryin.ai,2,,,,,
cherryin.net,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,cherryin.ai,2,,,,,
chesspnt.com,unlabeled,unidentified,direct_origin,established,ONLINE,2024,Y,chesspnt.com,1,,,,,
chiangma.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,chiangma.com,1,,,,,
chintao.cn,one-api-family,relay,direct_origin,established,ONLINE,2024,Y,chintao.cn,2,Y,chintao.cn,,,
chiyicn.com,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,chiyicn.com,1,,,,,stability
chongcodex.cn,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,chongcodex.cn,1,,,,,
chrouter.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,chrouter.com,1,,,,,
chshapi.org,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,chshapi.org,1,,,,,
chuizi.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,chuizi.ai,1,,,alipay|stripe,,no_log|no_dilution|stability|refund
chunxueapi.com,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,chunxueapi.com,1,,,,,
chybenzun.top,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,chybenzun.top,1,,,,,
cialloapi.cn,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,cialloapi.cn,1,,,,,
ciyuan-token.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,ciyuan-token.com,1,,,,,
ciyuanshen.top,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,ciyuanshen.top,1,,,,,
clauddy.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,clauddy.com,1,,,,,
claude-api.org,sub2api,conversion_layer,cdn_fronted,new_2026,ONLINE,2026,Y,claude-api.org,2,,,,,privacy_first|no_dilution|stability|refund
claude360.xyz,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,claude360.xyz,1,,,,,
claudeagent.com.cn,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,claudeagent.com.cn,1,,,,,no_dilution
claudeapi.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,claudeapi.ai,1,,,,,
claudeapi.com,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,claudeapi.com,1,,,,,
claudeapi.io,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,claudeapi.io,1,,,,,
claudecn.top,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,claudecn.top,1,,,,,
claudeforcheap.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,claudeforcheap.com,1,,,,,
claudemain.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,claudemain.com,1,,,,,
clauden.ai,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,clauden.ai,1,,,paypal|usdt_crypto,Y,no_dilution|refund
clauqe.ai,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,,anyroute.io,3,Y,anyroute.io,,,
clawopen.top,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,clawopen.top,1,,,,,
clawskills.shop,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,clawskills.shop,1,,,stripe|usdt_crypto,,
cllmgate.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,cllmgate.com,1,,,,,stability
cloudns.org,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,cloudns.org,1,,,,,
coaiwork.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,coaiwork.com,1,,,,,
code-cli.cn,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,code-cli.cn,1,,chintao.cn,,,
code-relay.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,code-relay.com,1,,,,,
code0.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,code0.ai,1,,,,,
codefwd.top,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,codefwd.top,1,,,,,
codeilab.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,codeilab.com,1,,,stripe|epay,,no_log
coderelay.cn,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,coderelay.cn,1,,,,,
codesome.ai,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,codesome.ai,1,,,,,
codesonline.dev,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,codesonline.dev,1,,,,,
codesuc.top,unlabeled,unidentified,direct_origin,growing_2025,ONLINE,2025,Y,codesuc.top,4,Y,52ccl.cn,,,
codexapis.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,codexapis.com,1,,,,,
codexopenai.cloud,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,codexopenai.cloud,1,,,,,
codexzh.com,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,codexzh.com,1,,,alipay|wechat_pay|epay,,privacy_first|stability|refund
cognilead.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,cognilead.ai,1,,cognilead.ai,stripe,,
cometapi.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,cometapi.com,1,,,,,
computetoken.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,computetoken.ai,1,,,,,
congmingai.com,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,congmingai.com,1,,,,,stability
cooper-api.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,cooper-api.com,1,,,,,stability
corelightai.com,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,corelightai.com,1,,,alipay|wechat_pay|stripe|epay,Y,no_dilution|stability|refund
corenode.best,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,corenode.best,1,,,,,
cowcode.top,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,cowcode.top,1,,,,,no_log|stability
crazyrouter.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,crazyrouter.com,1,,,,,
creatraai.cn,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,creatraai.cn,1,,,,,
crond.dev,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,bearlab.ai,2,,,,,
crossmodel.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,crossmodel.ai,1,,,,,
cubence.com,unlabeled,unidentified,cdn_fronted,growing_2025,ONLINE,2025,Y,cubence.com,1,,,,,stability
cuberouter.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,cuberouter.ai,1,,,,,
cun.ai,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,cun.ai,2,,,,,
cwapi.vip,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,cwapi.vip,1,,,,,
d2capi.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,d2capi.com,1,,,,,
d5wa.com,one-api-family,relay,direct_origin,established,unknown,2023,,d5wa.com,1,,,,,
daidaibird.top,unlabeled,unidentified,cdn_fronted,growing_2025,ONLINE,2025,,daidaibird.top,1,,,,,
daikuankm.cn,one-api-family,relay,direct_origin,growing_2025,unknown,2025,,bdshmmkj3.cn,5,,bdshmmkj3.cn,,,
dailytokencloud.top,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,dailytokencloud.top,1,,,,,
dakeai.cc,unlabeled,unidentified,direct_origin,growing_2025,ONLINE,2025,Y,dakeai.cc,1,,,,,
damiai.pro,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,damiai.pro,1,,,,,no_log
daodunapi.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,daodunapi.com,1,,,,,
dapicloud.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,dapicloud.com,1,,,,,
darkrouter.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,darkrouter.ai,1,,,usdt_crypto,,
dashupp.xin,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,dashupp.xin,1,,,,,stability
dasuapi.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,dasuapi.com,1,,,,,
dataeyes.ai,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,dataeyes.ai,2,Y,,,,no_log|no_dilution|stability
dawclaudecode.com,one-api-family,relay,direct_origin,growing_2025,ONLINE,2025,Y,dawclaudecode.com,1,,,,,
dbanalyst.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,dbanalyst.ai,1,,,,,
dddai.dev,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,dddai.dev,1,,,,,
ddshub.cc,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,ddshub.cc,1,,,,,
de5.net,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,de5.net,1,,,,,
dealise.xyz,sub2api,conversion_layer,direct_origin,new_2026,unknown,2026,,dealise.xyz,1,,,,,
dedicatedtoken.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,dedicatedtoken.com,1,,,,,
deepask.chat,unlabeled,unidentified,unknown,new_2026,ONLINE,2026,Y,deepask.chat,1,,,,,
deepestcode.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,deepestcode.com,1,,,,,
deeprelayapi.cloud,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,deeprelayapi.cloud,1,,,alipay|paypal|epay,,
deeprouter.top,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,deeprouter.top,1,,,,,
deepseek-api.com.cn,openai-compatible-unknown,unidentified,cdn_fronted,new_2026,https_alive,2026,Y,deepseek-api.com.cn,1,,,,,stability
deerapi.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,deerapi.com,1,,,,,
derouter.ai,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,derouter.ai,1,,,usdt_crypto|epay,,privacy_first|no_dilution|stability|refund
dgbmc.top,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,dgbmc.top,1,,,,,
discordtool.vip,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,discordtool.vip,1,,,,,
dit.ai,one-api-family,relay,cdn_fronted,established,https_alive,2017,Y,dit.ai,1,,,,,no_log
dmxapi.cn,one-api-family,relay,direct_origin,established,https_alive,2024,Y,dmxapi.cn,1,,,,,
dmxapi.com,one-api-family,relay,direct_origin,established,https_alive,2024,Y,dmxapi.com,1,,,,,
dogenet.win,unlabeled,unidentified,direct_origin,established,ONLINE,2023,Y,aigptx.top,2,,,alipay|wechat_pay|stripe|paypal,,stability
dohoya.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,dohoya.com,1,,,,,
dongli.work,one-api-family,relay,direct_origin,growing_2025,ONLINE,2025,Y,dongli.work,1,,,,,
dongtoken.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,dongtoken.com,1,,,,,
doroai.xyz,openai-compatible-unknown,unidentified,direct_origin,new_2026,https_alive,2026,Y,doroai.xyz,1,,,epay,,refund
douke.chat,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,douke.chat,1,,,,,
dpapi.cn,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,dpapi.cn,1,,,,,
dpdns.org,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,dpdns.org,1,,,,,
dragoncode.codes,unlabeled,unidentified,direct_origin,new_2026,ONLINE,2026,Y,anyroute.io,3,Y,anyroute.io,,,
dstopology.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,dstopology.com,1,,,,,
dubhehub.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,dubhehub.com,1,,,,,stability
duckcode.cn,unlabeled,unidentified,cdn_fronted,new_2026,CLOUDFLARE_OR_BLOCKED,2026,Y,duckcode.cn,1,,,,,
duckcoding.ai,one-api-family,relay,unknown,new_2026,ONLINE,2026,,duckcoding.ai,1,,,,,
dumplingai.com,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,dumplingai.com,1,,,,,
duou.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,duou.ai,1,,,,,
dxnt.com,openai-compatible-unknown,unidentified,cdn_fronted,established,https_alive,2007,Y,dxnt.com,1,,,,,no_log|stability
dzzi.ai,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,Y,dzzi.ai,1,,,,,
easy-token.com,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,easy-token.com,1,,,wechat_pay,,stability|refund
easyart.cc,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,easyart.cc,2,,,,,
easyrouter.io,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,easyrouter.io,1,,,,,
ebutterfly.cc,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,ebutterfly.cc,1,,,,,
eccoapi.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,eccoapi.com,1,,,stripe,,
echowynapi.xyz,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,echowynapi.xyz,1,,,,,
ecovai.cn,one-api-family,relay,cdn_fronted,established,unknown,2024,,ecovai.cn,1,,,,,
edenai.co,one-api-family,relay,cdn_fronted,established,https_alive,2021,Y,edenai.co,1,,,stripe,,no_log|stability
eirouter.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,eirouter.com,1,,,,,
ejkoy.com,unlabeled,unidentified,cdn_fronted,established,ONLINE,2023,Y,ejkoy.com,1,,,,,
ekan8.com,one-api-family,relay,cdn_fronted,established,ONLINE,2015,Y,ekan8.com,1,,,,,
ekti.cc,unlabeled,unidentified,direct_origin,growing_2025,ONLINE,2025,Y,ekti.cc,2,,,,,
electronhub.ai,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,electronhub.ai,1,,,,,no_log|stability
enjoyapi.cc,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,enjoyapi.cc,1,,,,,
ephone.ai,confirmed-unknown,unidentified,cdn_fronted,established,ONLINE,2023,Y,ephone.ai,3,,,,,no_log|no_dilution
ephone.chat,confirmed-unknown,unidentified,direct_origin,new_2026,https_alive,2026,Y,ephone.ai,3,,,,,no_log|no_dilution
ergouapi.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,ergouapi.com,1,,,,,no_dilution|stability
eronmind.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,eronmind.com,1,,,,,stability
eu.cc,one-api-family,relay,cdn_fronted,established,ONLINE,1997,Y,eu.cc,1,,,,,
eu.org,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,eu.org,1,,,,,
eurouter.ai,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,eurouter.ai,1,,,,,
euzhi.com,one-api-family,relay,cdn_fronted,established,ONLINE,2020,Y,euzhi.com,1,,,,,
evolink.ai,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,evolink.ai,1,,,,,
exe.xyz,one-api-family,relay,direct_origin,established,https_alive,2021,Y,exe.xyz,1,,,,,stability
fastcc.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,fastcc.ai,1,,,,,
fastgpt.cn,one-api-family,relay,cdn_fronted,established,https_alive,2023,Y,fastgpt.cn,3,,fastgpt.cn,alipay|wechat_pay,,no_log
fastgpt.io,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,fastgpt.cn,3,,fastgpt.cn,alipay|wechat_pay,,no_log
fastrouter.ai,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,fastrouter.ai,1,,,,,no_log|stability
featherless.ai,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,featherless.ai,1,,,,,no_log
feng.cx,unlabeled,unidentified,direct_origin,established,ONLINE,2023,Y,feng.cx,1,,,,,
ffir.cn,one-api-family,relay,cdn_fronted,established,https_alive,2014,Y,ffir.cn,1,,,,,stability
findcg.com,unlabeled,unidentified,direct_origin,growing_2025,ONLINE,2025,,findcg.com,1,,,,,
firstapi.top,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,firstapi.top,1,,,,,stability
fishxcode.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,fishxcode.com,1,,,,,stability
fkclaude.xyz,one-api-family,relay,direct_origin,new_2026,unknown,2026,,fkclaude.xyz,1,,,,,
fksuda.xyz,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,fksuda.xyz,1,,,,,
flashapi.top,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,flashapi.top,1,,,,,
flowapi.fun,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,flowapi.fun,1,,,,,
flowbar.xyz,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,flowbar.xyz,3,Y,,alipay|wechat_pay|paypal|usdt_crypto,,
flowbarai.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,flowbar.xyz,3,Y,,alipay|wechat_pay|paypal|usdt_crypto,,
fluxnode.org,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,fluxnode.org,1,,,,,stability
fluxtoken.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,fluxtoken.ai,1,,,,,
franklybuilds.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,franklybuilds.com,1,,,,,
freeairouter.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,freeairouter.com,1,,,alipay|wechat_pay|stripe,,stability|refund
freemodel.dev,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,freemodel.dev,1,,,,,
freetokenrouter.cn,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,freetokenrouter.cn,1,,,alipay|wechat_pay|usdt_crypto,,no_dilution|stability
frogbot.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,frogbot.ai,1,,,,,
frontier-intelligence.tech,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,frontier-intelligence.tech,1,,,,,
fucheers.top,one-api-family,relay,unknown,new_2026,ONLINE,2026,,fucheers.top,1,,,,,
fuhuacloud.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,fuhuacloud.ai,1,,,,,
fullrouter.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,fullrouter.com,1,,,,,stability
funnyskill.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,funnyskill.com,1,,,,,
furryforum.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,furryforum.com,1,,,,,
fushengyunsuan.cn,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,fushengyunsuan.cn,2,,,,,
fushengyunsuan.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,fushengyunsuan.cn,2,,,,,
futurmix.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,futurmix.ai,1,,,,,
fuxingapi.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,fuxingapi.com,1,,,,,
gantriq.cc,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,gantriq.cc,1,,,,,
gateone.ai,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,gateone.ai,1,,,wechat_pay,,
gatewayapi.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,gatewayapi.ai,1,,,,,
gee-do.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,gee-do.com,1,,,,,
geekai.pro,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,ablai.top,6,Y,ablai.top,,,
geeknow.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,geeknow.ai,1,,,,,
gemai.cc,one-api-family,relay,cdn_fronted,growing_2025,ONLINE,2025,,gemai.cc,1,,,,,
gemini.wang,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,gemini.wang,2,,chaophone.top,alipay|wechat_pay|stripe|paypal|usdt_crypto|epay,Y,no_log|privacy_first|no_dilution|stability|refund
geminiapi.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,geminiapi.ai,1,,,,,
getclawapi.top,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,getclawapi.top,1,,,,,
getezclaw.com,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,getezclaw.com,1,,,,,
getgoapi.com,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,getgoapi.com,1,,,,,
getllm.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,getllm.ai,1,,,alipay|wechat_pay|epay,,no_log
getunikey.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,getunikey.ai,1,,,,,
ggff.net,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,ggff.net,1,,,,,
ggrokheavy.xyz,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,ggrokheavy.xyz,1,,,,,
github.io,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,github.io,1,,,usdt_crypto,,no_dilution|stability
give2u.xyz,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,give2u.xyz,1,,,usdt_crypto,,stability|refund
globalai.vip,one-api-family,relay,direct_origin,growing_2025,https_alive,2025,Y,globalai.vip,1,,,,,
goapis.vip,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,goapis.vip,1,,,,,
gogoapi.cloud,one-api-family,relay,cdn_fronted,new_2026,ONLINE,2026,Y,gogoapi.cloud,1,,,,,stability
gogogotoken.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,gogogotoken.ai,1,,,,,
gpt-load.com,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,gpt-load.com,1,,,,,no_dilution|stability
gpt-pool.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,gpt-pool.com,1,,,,,
gpt.ge,one-api-family,relay,direct_origin,established,ONLINE,2023,Y,gpt.ge,2,,gpt.ge,,,no_dilution|stability
gptbest.vip,openai-compatible-unknown,unidentified,direct_origin,established,https_alive,2023,Y,gptbest.vip,1,,,,,
gpteamservices.com,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,gpteamservices.com,1,,,,,
gptnb.ai,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,gptnb.ai,1,,,,,
gptoai.top,one-api-family,relay,cdn_fronted,established,https_alive,2024,Y,gptoai.top,1,,,,,
growupapi.ltd,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,growupapi.ltd,1,,,,,
guagua.uk,one-api-family,relay,direct_origin,growing_2025,ONLINE,2025,Y,guagua.uk,1,,,,,
guardentry.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,guardentry.ai,1,,guardentry.ai,stripe,,no_log|stability
gzxsy.vip,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,gzxsy.vip,1,,,,,
h-e.top,one-api-family,relay,cdn_fronted,established,https_alive,2022,Y,h-e.top,1,,,,,
hack3rx.cn,unlabeled,unidentified,cdn_fronted,growing_2025,ONLINE,2025,Y,hack3rx.cn,1,,,,,
hajisong.top,sub2api,conversion_layer,cdn_fronted,new_2026,https_alive,2026,Y,hajisong.top,1,,,,,
hangzhale.com,unlabeled,unidentified,cdn_fronted,new_2026,ONLINE,2026,Y,hangzhale.com,1,,,,,stability
hao.ai,one-api-family,relay,cdn_fronted,established,ONLINE,2017,Y,hao.ai,1,,,alipay|wechat_pay|stripe|usdt_crypto|epay,,no_log
haotokai.com,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,haotokai.com,1,,,paypal,,no_log|stability
hapuppy.com,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,hapuppy.com,1,,,paypal|usdt_crypto,,stability
hboom.ai,one-api-family,relay,cdn_fronted,new_2026,https_alive,2026,Y,hboom.ai,1,,,,,
hcnote.cn,one-api-family,relay,direct_origin,established,https_alive,2020,Y,codesuc.top,4,Y,52ccl.cn,,,
hcnsec.cn,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,hcnsec.cn,2,,,,,stability
hehuole.fun,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,hehuole.fun,1,,,,,
helicone.ai,one-api-family,relay,cdn_fronted,established,https_alive,2022,Y,helicone.ai,1,,,,,
helpcoder.cc,one-api-family,relay,cdn_fronted,growing_2025,https_alive,2025,Y,helpcoder.cc,1,,,,,
hemaapi.cc,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,hemaapi.cc,1,,,,,
hepingan.top,sub2api,conversion_layer,cdn_fronted,established,ONLINE,2023,Y,hepingan.top,1,,,,,privacy_first|stability|refund
heykey.ai,one-api-family,relay,direct_origin,new_2026,https_alive,2026,Y,heykey.ai,1,,,,,
hhnto.top,one-api-family,relay,direct_origin,new_2026,ONLINE,2026,Y,hhnto.top,1,,,,,
