checked_at,domain,platform_name,source,input_url,normalized_url,app_stack_guess,app_family,confidence,status_class,version,infrastructure_signals,http_statuses,final_urls,evidence,probed_paths,errors
2026-07-11T22:20:12Z,tokencall.cn,,fofa_tail_domains,tokencall.cn,https://tokencall.cn,one-api,one-api-family,high,identified,,nginx,200|404|404|404|401|404,https://tokencall.cn/|https://tokencall.cn/login|https://tokencall.cn/api/status|https://tokencall.cn/api/pricing|https://tokencall.cn/v1/models|https://tokencall.cn/api/models,header:x-oneapi-request-id=2026071206201112288851460568886 ; nginx:header:server=nginx/1.24.0 (Ubuntu),/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://tokencall.cn/login:HTTPError:404 ; https://tokencall.cn/api/status:HTTPError:404 ; https://tokencall.cn/api/pricing:HTTPError:404
2026-07-11T22:20:17Z,tokencheap.ai,,fofa_tail_domains,tokencheap.ai,https://tokencheap.ai,unknown,unknown,none,unidentified,,nginx,200|200|200|404|200|404,https://tokencheap.ai/|https://tokencheap.ai/login|https://tokencheap.ai/api/status|https://tokencheap.ai/api/pricing|https://tokencheap.ai/v1/models|https://tokencheap.ai/api/models,nginx:header:server=nginx,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://tokencheap.ai/api/pricing:HTTPError:404 ; https://tokencheap.ai/api/models:HTTPError:404
2026-07-11T22:20:22Z,tokencraft.cc,,fofa_tail_domains,tokencraft.cc,https://tokencraft.cc,unknown,unknown,none,unidentified,,nginx,200|404|404|404|401|404,https://tokencraft.cc/|https://tokencraft.cc/login|https://tokencraft.cc/api/status|https://tokencraft.cc/api/pricing|https://tokencraft.cc/v1/models|https://tokencraft.cc/api/models,nginx:header:server=nginx/1.29.8,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://tokencraft.cc/login:HTTPError:404 ; https://tokencraft.cc/api/status:HTTPError:404 ; https://tokencraft.cc/api/pricing:HTTPError:404
2026-07-11T22:20:30Z,tokengo.love,,fofa_tail_domains,tokengo.love,https://tokengo.love,unknown,unknown,none,unidentified,,cloudflare,200|200|404|404|401|404,https://tokengo.love/zh-CN/login|https://tokengo.love/api/status|https://tokengo.love/api/pricing|https://tokengo.love/v1/models|https://tokengo.love/api/models,cloudflare:header:server=cloudflare,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://tokengo.love/api/status:HTTPError:404 ; https://tokengo.love/api/pricing:HTTPError:404 ; https://tokengo.love/v1/models:HTTPError:401
2026-07-11T22:20:35Z,vantapi.com,,fofa_tail_domains,vantapi.com,https://vantapi.com,unknown,unknown,none,unidentified,,,200|404|404|404|401|404,https://vantapi.com/|https://vantapi.com/login|https://vantapi.com/api/status|https://vantapi.com/api/pricing|https://vantapi.com/v1/models|https://vantapi.com/api/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://vantapi.com/login:HTTPError:404 ; https://vantapi.com/api/status:HTTPError:404 ; https://vantapi.com/api/pricing:HTTPError:404
2026-07-11T22:20:43Z,xiaoyue9527.xyz,,fofa_tail_domains,xiaoyue9527.xyz,https://xiaoyue9527.xyz,unknown,unknown,none,unidentified,,nginx,200|200|200|200|401|200,https://xiaoyue9527.xyz/|https://xiaoyue9527.xyz/login|https://xiaoyue9527.xyz/api/status|https://xiaoyue9527.xyz/api/pricing|https://xiaoyue9527.xyz/v1/models|https://xiaoyue9527.xyz/api/models,nginx:header:server=nginx/1.31.0,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://xiaoyue9527.xyz/v1/models:HTTPError:401
2026-07-11T22:20:48Z,xuanduai.com,,fofa_tail_domains,xuanduai.com,https://xuanduai.com,unknown,unknown,none,unidentified,,nginx,200|200|404|404|200|404,https://xuanduai.com/|https://xuanduai.com/login|https://xuanduai.com/api/status|https://xuanduai.com/api/pricing|https://xuanduai.com/v1/models|https://xuanduai.com/api/models,nginx:header:server=nginx/1.24.0 (Ubuntu),/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://xuanduai.com/api/status:HTTPError:404 ; https://xuanduai.com/api/pricing:HTTPError:404 ; https://xuanduai.com/api/models:HTTPError:404
2026-07-11T22:20:56Z,yaogod.com,,fofa_tail_domains,yaogod.com,https://yaogod.com,unknown,unknown,none,unidentified,,,200|200|404|404|401|404,https://yaogod.com/zh-CN/login|https://yaogod.com/api/status|https://yaogod.com/api/pricing|https://yaogod.com/v1/models|https://yaogod.com/api/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://yaogod.com/api/status:HTTPError:404 ; https://yaogod.com/api/pricing:HTTPError:404 ; https://yaogod.com/v1/models:HTTPError:401
2026-07-11T22:21:04Z,ycvip.net,,fofa_tail_domains,ycvip.net,https://ycvip.net,unknown,unknown,none,unidentified,,,200|200|404|404|401|404,https://ycvip.net/zh-CN/login|https://ycvip.net/api/status|https://ycvip.net/api/pricing|https://ycvip.net/v1/models|https://ycvip.net/api/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://ycvip.net/api/status:HTTPError:404 ; https://ycvip.net/api/pricing:HTTPError:404 ; https://ycvip.net/v1/models:HTTPError:401
2026-07-11T22:21:14Z,ycvvip.net,,fofa_tail_domains,ycvvip.net,https://ycvvip.net,unknown,unknown,none,unidentified,,,200|200|404|404|401|404,https://ycvvip.net/zh-CN/login|https://ycvvip.net/api/status|https://ycvvip.net/api/pricing|https://ycvvip.net/v1/models|https://ycvvip.net/api/models,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://ycvvip.net/api/status:HTTPError:404 ; https://ycvvip.net/api/pricing:HTTPError:404 ; https://ycvvip.net/v1/models:HTTPError:401
2026-07-11T22:21:17Z,yhapiplatform.com,,fofa_tail_domains,yhapiplatform.com,https://yhapiplatform.com,unknown,unknown,none,unreachable,,,,,,/|/login|/api/status|/api/pricing|/v1/models|/api/models,"https://yhapiplatform.com/:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'yhapiplatform.com'. (_ssl.c:1000)> ; https://yhapiplatform.com/login:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'yhapiplatform.com'. (_ssl.c:1000)> ; https://yhapiplatform.com/api/status:URLError:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'yhapiplatform.com'. (_ssl.c:1000)>"
2026-07-11T22:21:22Z,youqi.tech,,fofa_tail_domains,youqi.tech,https://youqi.tech,unknown,unknown,none,spa_shell,,nginx,200|200|200|200|200|200,https://youqi.tech/|https://youqi.tech/login|https://youqi.tech/api/status|https://youqi.tech/api/pricing|https://youqi.tech/v1/models|https://youqi.tech/api/models,nginx:header:server=nginx/1.24.0,/|/login|/api/status|/api/pricing|/v1/models|/api/models,
2026-07-11T22:21:23Z,yout.chat,,fofa_tail_domains,yout.chat,https://yout.chat,unknown,unknown,none,unidentified,,nginx,200|200|404|404|200|404,https://yout.chat/|https://yout.chat/login/|https://yout.chat/api/status|https://yout.chat/api/pricing|https://yout.chat/v1/models|https://yout.chat/api/models,nginx:header:server=nginx,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://yout.chat/api/status:HTTPError:404 ; https://yout.chat/api/pricing:HTTPError:404 ; https://yout.chat/api/models:HTTPError:404
2026-07-11T22:21:29Z,yxai.chat,,fofa_tail_domains,yxai.chat,https://yxai.chat,unknown,unknown,none,spa_shell,,nginx,200|200|200|200|200|200,https://yxai.chat/|https://yxai.chat/login|https://yxai.chat/api/status|https://yxai.chat/api/pricing|https://yxai.chat/v1/models|https://yxai.chat/api/models,nginx:header:server=nginx/1.31.0,/|/login|/api/status|/api/pricing|/v1/models|/api/models,
2026-07-11T22:21:35Z,zhumengwangluo.top,,fofa_tail_domains,zhumengwangluo.top,https://zhumengwangluo.top,unknown,unknown,none,unidentified,,nginx,200|404|401|404|401|404,https://zhumengwangluo.top/|https://zhumengwangluo.top/login|https://zhumengwangluo.top/api/status|https://zhumengwangluo.top/api/pricing|https://zhumengwangluo.top/v1/models|https://zhumengwangluo.top/api/models,nginx:header:server=nginx/1.24.0,/|/login|/api/status|/api/pricing|/v1/models|/api/models,https://zhumengwangluo.top/login:HTTPError:404 ; https://zhumengwangluo.top/api/status:HTTPError:401 ; https://zhumengwangluo.top/api/pricing:HTTPError:404
